ORDER_ID	MERCHCUSTID CUSTOMER_ID	ASIN	ORDER_DAY	SHIP_DAY	DELIVERY_DAY	ORDER_DAY_REFORMATED	SHIP_DAY_REFORMATED	SHIPDAYOFWEEK	ORDERDAYOFWEEK	SHIPWEEKOFYEAR	SHIPMONTH	MEDIA	GL	PRODUCTGROUPNO	GMS	PRMSLAD	ZIP_O	ZIP_D	SHIPMETHOD	CARRIER	WEIGHT	WIDTH	HEIGHT	LENGTH	DISTANCE	SPEEDCATEGORY	BUSDELIVERYDAYSC2D	BUSLPROMISEDDELIVERYDAYSC2D	BUSDELIVERYDAYSS2D	BUSLPROMISEDDELIVERYDAYSS2D	BUSEPROMISEDDELIVERYDAYSS2D	CALDELIVERYDAYSC2D	CALLPROMISEDDELIVERYDAYSC2D	CALDELIVERYDAYSS2D	CALLPROMISEDDELIVERYDAYSS2D	CALEPROMISEDDELIVERYDAYSS2D
109-8903008-8727457	526343201	581309020	1418001392	22-NOV-15	23-NOV-15	02-DEC-15	11/22/2015	11/23/2015	2	1	48	11	Y	Books	14	16.94	15-DEC-15	46619	26554	MERCHANT		1.05	7.49999999235	.699999999286	8.99999999082	361	Standard	7	17	6	14	4	10	24	9	21	7
110-1018532-6473036	1047291910	7289766005	0671041665	10-SEP-15	11-SEP-15	19-SEP-15	09/10/2015	09/11/2015	6	5	37	09	Y	Books	14	4	02-OCT-15	85043	51501	MERCHANT		.2	4.099999995818	.599999999388	6.699999993166	1044	Standard	6	17	6	13	4	9	22	8	18	6
105-0853559-7134622	29857598	17603087605	0813343429	03-MAY-15	03-MAY-15	11-MAY-15	05/03/2015	05/03/2015	1	1	18	05	Y	Books	14	11.14	26-MAY-15	32614	84005	MERCHANT		1.54	5.9842519624	1.2598425184	8.8188976288	1824	Standard	5	16	5	14	3	8	23	8	21	4
102-2448221-1333059	343516920	36048774305	0830670491	12-NOV-15	13-NOV-15	17-NOV-15	11/12/2015	11/13/2015	6	5	46	11	Y	Books	14	28.94	07-DEC-15	29169	18235	MERCHANT		.65	8.199999991636	.199999999796	10.699999989086	558	Standard	3	18	2	16	4	5	25	4	21	6
115-5204389-8627459	1128741561	434433557	B00GM96V60	24-DEC-15	25-DEC-15	29-DEC-15	12/24/2015	12/25/2015	6	5	52	12	N	Health & Personal Care	121	14.99	05-JAN-16	02149	94561	MERCHANT		.94999999920334	5.799999994084	4.399999995512	14.899999984802	2648	Standard	3	9	2	6	1	5	13	4	8	3
116-3265620-2292242	1200298336	320613556	B004R65620	12-JUL-15	13-JUL-15	14-JUL-15	07/12/2015	07/13/2015	2	1	29	07	N	Health & Personal Care	121	12.49	22-JUL-15	11779	19720	MERCHANT		.1873929227	1.968503935	1.968503935	4.330708657	154	Standard	1	7	0	4	2	2	10	1	7	3
107-1771766-3818616	1396810491	461582177	B00FF7ZOKE	17-NOV-15	18-NOV-15	21-NOV-15	11/17/2015	11/18/2015	4	3	47	11	N	Sports	200	27.98	10-DEC-15	20105	79014	MERCHANT		.5	3.299999996634	2.799999997144	9.399999990412	1260	Standard	3	18	3	16	4	4	23	3	21	6
111-6216341-7097856	378424217	130009047	B008D8TR2I	20-DEC-15	20-DEC-15	24-DEC-15	12/20/2015	12/20/2015	1	1	51	12	N	Home	201	16	31-DEC-15	90630	34761	MERCHANT						2177	Standard	3	9	3	5	2	4	12	4	8	3
115-3297093-1720221	381090050	193005251	B004M430TI	09-JUN-15	09-JUN-15	11-JUN-15	06/09/2015	06/09/2015	3	3	24	06	N	Office Products	229	21.77	16-JUN-15	02481	95436	MERCHANT		.55	8.299999991534	.399999999592	11.099999988678	2689	Expedited	2	6	2	3	1	2	8	2	5	1
114-2744415-3784208	94289547	2080429770	B0002SQYTQ	07-FEB-16	08-FEB-16	10-FEB-16	02/07/2016	02/08/2016	2	1	06	02	N	Automotive	263	5.28	16-FEB-16	57064	98118	MERCHANT		.02204600118607	2.99999999694	.299999999694	3.99999999592	1256	Standard	2	6	1	5	2	3	9	2	8	3
114-2397802-1968219	908899830	13920160925	B00B2AFMK0	21-DEC-15	21-DEC-15	23-DEC-15	12/21/2015	12/21/2015	2	2	52	12	N	Toys	21	13	05-JAN-16	40202	07094	MERCHANT		.09999999991614	.599999999388	.49999999949	2.49999999745	647	Standard	2	12	2	6	4	2	15	2	8	6
106-8306651-1423429	1600627271	12701322515	B00CE3BA28	15-MAY-15	15-MAY-15	18-MAY-15	05/15/2015	05/15/2015	6	6	20	05	N	Apparel	193	5.48	27-MAY-15	90058	48162	MERCHANT		.25	6.799999993064	1.199999998776	9.599999990208	1958	Standard	1	9	1	5	1	3	13	3	8	3
002-3593942-7333813	843149556	36105716605	B01DPZ90DO	11-APR-16	13-APR-16	20-APR-16	04/11/2016	04/13/2016	4	2	15	04	N	Home	201	59.98	18-APR-16	10036	56482	MERCHANT		5.19999999563932	16.599999983068	9.599999990208	17.49999998215	1126	Expedited	6	5	5	4	1	8	7	7	5	1
110-5035164-7961804	966933570	495463966	B00332BZVK	19-JUL-15	20-JUL-15	25-JUL-15	07/19/2015	07/20/2015	2	1	30	07	N	Electronics	23	13.05	28-JUL-15	60608	48658	MERCHANT		.4	2.899999997042	1.299999998674	6.199999993676	240	Standard	4	6	4	4	2	6	9	5	7	3
002-3658820-0470667	1220192491	542833320	B003HKMG0C	27-NOV-15	30-NOV-15	02-DEC-15	11/27/2015	11/30/2015	2	6	49	11	N	Home	201	37.9	08-DEC-15	17201	32803	MERCHANT		2.33687612572394	8.99999999082	2.299999997654	9.49999999031	814	Standard	3	7	1	5	1	5	11	2	7	3
002-7234664-5162615	21412273315	62882374	B007V67A9K	06-OCT-15	08-OCT-15	13-OCT-15	10/06/2015	10/08/2015	5	3	41	10	N	Home	201	5.1	16-OCT-15	90037	77584	MERCHANT		.72973008722	7.9921259761	6.4960629855	16.4960629753	1380	Standard	5	8	3	6	4	7	10	5	8	6
107-7446858-3471430	1821699381	1973578921	0140714545	14-NOV-15	16-NOV-15	20-NOV-15	11/14/2015	11/16/2015	2	7	47	11	Y	Books	14	4	08-DEC-15	30336	62946	MERCHANT		.35	4.9999999949	.599999999388	7.49999999235	354	Standard	4	17	2	14	2	6	25	4	21	4
102-4227317-8469012	121603997	1967788310	B001LG8Y32	27-SEP-15	28-SEP-15	30-SEP-15	09/27/2015	09/28/2015	2	1	40	09	N	Shoes	309	44	06-OCT-15	91605	40601	MERCHANT		1.45	8.199999991636	3.99999999592	10.299999989494	1878	Standard	2	7	1	4	2	3	10	2	7	3
108-0091054-3977063	910453286	324626616	B005D7UAU0	04-JUN-15	04-JUN-15	08-JUN-15	06/04/2015	06/04/2015	5	5	23	06	N	Home Improvement	60	69.77	12-JUN-15	37931	47725	MERCHANT		4.3	9.49999999031	7.099999992758	18.799999980824	238	Standard	2	6	2	5	3	4	9	4	7	5
114-1551592-2234635	1752394511	536989431	B008TV5IW2	01-DEC-15	08-DEC-15	10-DEC-15	12/01/2015	12/08/2015	3	3	50	12	N	Home	201	8.79	29-DEC-15	33180	80206	MERCHANT		.2	3.399999996532	2.799999997144	4.899999995002	1718	Standard	7	21	2	16	3	9	28	2	21	4
110-0411515-6244214	996094161	1488815561	B005PK1CFW	09-DEC-15	10-DEC-15	15-DEC-15	12/09/2015	12/10/2015	5	4	50	12	N	Baby	75	6.59	18-DEC-15	60062	78258	MERCHANT		.2	7.399999992452	2.599999997348	7.899999991942	1046	Standard	4	7	3	5	3	6	9	5	7	5
108-2187748-5583401	312140787	105499297	B00464EC1E	10-MAY-15	10-MAY-15	15-MAY-15	05/10/2015	05/10/2015	1	1	19	05	N	Beauty	194	18.93	19-MAY-15	08817	78626	MERCHANT		.21999999981551	2.299999997654	1.699999998266	4.69999999520599	1464	Standard	4	7	4	4	2	5	10	5	7	3
110-9401776-9564247	8713637615	925475646	B00KTKJZI4	05-JUL-15	07-JUL-15	08-JUL-15	07/05/2015	07/07/2015	3	1	28	07	N	Apparel	193	53.55	14-JUL-15	92618	94108	MERCHANT		1	9	2	11	386	Standard	2	6	0	4	2	3	9	1	7	3
102-0505315-7587449	926176936	987108090	B009BLLKHQ	30-JUL-15	01-AUG-15	07-AUG-15	07/30/2015	08/01/2015	7	5	31	08	N	Health & Personal Care	121	8.29	11-AUG-15	11749	92376	MERCHANT		.25	2.699999997246	2.699999997246	4.899999995002	2444	Standard	6	8	4	5	1	8	12	6	7	3
108-4693635-2546648	224878700	127642990	B0021VQ5KK	07-AUG-15	10-AUG-15	14-AUG-15	08/07/2015	08/10/2015	2	6	33	08	N	Sports	200	157.95	17-AUG-15	46060	94517	MERCHANT		17.85	23.99999997552	8.49999999133	47.99999995104	1923	Standard	5	7	2	5	1	7	11	4	7	3
104-5656860-5246648	258879707	8074600305	0399222626	20-JUL-15	22-JUL-15	06-AUG-15	07/20/2015	07/22/2015	4	2	30	07	Y	Books	14	4.7	11-AUG-15	46545	08057	MERCHANT		.6	8.49999999133	.399999999592	10.99999998878	597	Standard	14	18	12	15	4	17	23	15	20	6
113-9499162-1182637	1028045160	9096749	B002E788WE	02-AUG-15	02-AUG-15	06-AUG-15	08/02/2015	08/02/2015	1	1	31	08	N	Health & Personal Care	121	9.49	11-AUG-15	14221	77659	MERCHANT		.30864401660505	6.2204724346	1.4960629906	9.055118101	1239	Standard	3	7	3	4	2	4	10	4	7	3
107-5691868-4065834	1220192491	18238852005	B008VX99GO	03-SEP-15	08-SEP-15	09-SEP-15	09/03/2015	09/08/2015	3	5	37	09	N	Home	201	22.9	15-SEP-15	17201	68508	MERCHANT			6	4	15	1003	Standard	4	8	1	5	4	6	12	1	7	6
115-7675597-1920224	1079335351	1042124341	B001FWXJJG	28-AUG-15	31-AUG-15	03-SEP-15	08/28/2015	08/31/2015	2	6	36	08	N	Health & Personal Care	121	5.22	09-SEP-15	77066	60018	MERCHANT		.03968320716	3.1102362173	1.181102361	3.7007873978	933	Standard	4	8	1	5	1	6	12	3	8	3
114-9421647-9957042	13876200405	2038956791	B00IMB1YTU	19-APR-16	20-APR-16	22-APR-16	04/19/2016	04/20/2016	4	3	16	04	N	Apparel	193	74.46	26-APR-16	28262	95138	MERCHANT		1.59999999865825	10.599999989188	3.599999996328	14.399999985312	2270	Expedited	3	5	2	3	1	3	7	2	5	1
108-8568803-0473805	6384960115	36875208505	B00593YSI8	02-DEC-15	02-DEC-15	04-DEC-15	12/02/2015	12/02/2015	4	4	49	12	N	Shoes	309	52.97	11-DEC-15	28791	49058	MERCHANT		2.4	10.5	3.8	13.6	525	Standard	2	7	2	5	3	2	10	2	7	5
002-9016194-2909839	1775114881	12460620615	B00HTKAOKA	22-JUN-15	23-JUN-15	26-JUN-15	06/22/2015	06/23/2015	3	2	26	06	Y	Books	14	10.99	15-JUL-15	11566	32218	MERCHANT		1.57999281300361	6.57086613503	1.11023621934	9.12992125053	838	Standard	4	19	3	16	4	4	24	3	21	6
114-9116557-2784216	35054859305	1764390531	B000E1DTG2	21-MAR-16	22-MAR-16	24-MAR-16	03/21/2016	03/22/2016	3	2	12	03	N	Automotive	263	54.5	29-MAR-16	73105	01844	MERCHANT		11.14999999064972	2.99999999694	2.99999999694	22.99999997654	1490	Standard	3	6	2	5	3	3	8	2	7	3
112-2798485-8350624	734768300	1991706971	B001RPMCE4	01-SEP-15	03-SEP-15	09-SEP-15	09/01/2015	09/03/2015	5	3	36	09	N	Home Improvement	60	30.74	11-SEP-15	29715	55371	MERCHANT						988	Standard	6	8	4	6	4	8	10	6	8	6
102-8469649-2829051	1119755101	1133349550	B0040VOEKW	02-JUL-15	02-JUL-15	06-JUL-15	07/02/2015	07/02/2015	5	5	27	07	N	Home Improvement	60	73.06	27-JUL-15	11803	16066	MERCHANT		2.7006627095	4.2125984209	4.0944881848	29.6062991824	347	Standard	2	19	2	15	2	4	26	4	20	4
112-2332637-7312219	1052646956	50041001	B000FCYGGC	03-DEC-15	03-DEC-15	10-DEC-15	12/03/2015	12/03/2015	5	5	49	12	N	Biss	328	21.39	14-DEC-15	94920	70003	MERCHANT		15.1	18.49999998113	10.99999998878	18.49999998113	1915	Standard	5	8	5	5	3	7	12	7	7	5
116-9912977-6801816	7538671815	594832050	B003UEJ41Y	20-APR-15	21-APR-15	23-APR-15	04/20/2015	04/21/2015	3	2	17	04	N	Health & Personal Care	121	123.76	29-APR-15	95630	02359	MERCHANT		1.45064168396	7.7952755826	4.0157480274	13.8188976237	2624	Standard	3	7	2	5	3	3	9	2	7	3
109-3952243-5505811	1222616470	930783380	B00LPSPHZO	10-APR-16	10-APR-16	13-APR-16	04/10/2016	04/10/2016	1	1	14	04	N	Shoes	309	23	15-APR-16	93454	94502	MERCHANT						224	Expedited	2	4	1	2	0	3	5	2	3	1
113-5695560-5892202	2055011321	302412537	B00ZVFT8R0	02-NOV-15	04-NOV-15	09-NOV-15	11/02/2015	11/04/2015	4	2	45	11	N	Toys	21	1.95	12-NOV-15	91733	33122	MERCHANT		.0625				2319	Standard	5	8	4	6	4	7	10	5	8	5
114-0162417-4878672	1627571530	1356294560	B0188BVM7M	06-JAN-16	07-JAN-16	12-JAN-16	01/06/2016	01/07/2016	5	4	01	01	N	Sports	200	31.99	15-JAN-16	75238	08049	MERCHANT						1295	Standard	4	7	3	5	3	6	9	5	7	5
112-9598711-2553836	1282009521	477838367	B00JD2EMBE	27-JUN-15	28-JUN-15	01-JUL-15	06/27/2015	06/28/2015	1	7	26	06	N	Wireless	107	9.99	07-JUL-15	19460	11218	MERCHANT		.1	4.299999995614	.399999999592	7.199999992656	89	Standard	2	6	1	4	1	4	10	3	8	3
111-8560619-4280205	13878368305	470970866	B00FZVDUS8	01-FEB-16	01-FEB-16	05-FEB-16	02/01/2016	02/01/2016	2	2	05	02	N	Toys	21	23.95	10-FEB-16	08701	20852	MERCHANT		1.53881088278802	7.4409448743	4.5669291292	11.7716535313	171	Standard	4	8	4	5	3	4	10	4	7	3
111-3291960-1425056	2035750890	614072731	B000O8Z3K0	01-JAN-16	02-JAN-16	09-JAN-16	01/01/2016	01/02/2016	7	6	53	01	Y	Music	15	6.63	25-JAN-16	80210	53216	MERCHANT		.95	12.399999987352	1.299999998674	14.799999984904	910	Standard	5	17	5	15	2	8	24	7	20	4
110-7502387-5271447	1906564130	23092047015	B016WYSQ4O	25-MAR-16	25-MAR-16	28-MAR-16	03/25/2016	03/25/2016	6	6	12	03	N	Wireless	107	9.49	05-APR-16	91335	21227	MERCHANT		2.29999999807124	7.7399999921052	3.599999996328	8.99999999082	2325	Standard	1	8	1	5	1	3	12	3	7	3
111-6668506-3720219	8509926205	478345901	B00FQK3ZJC	09-APR-16	12-APR-16	13-APR-16	04/09/2016	04/12/2016	3	7	15	04	N	Shoes	309	195	13-APR-16	53703	95618	MERCHANT		2.85	8.099999991738	4.49999999541	11.99999998776	1707	SecondDay	2	2	0	0	0	4	4	1	2	2
106-5290526-4806610	1821699381	16397588605	0979017343	09-SEP-15	10-SEP-15	14-SEP-15	09/09/2015	09/10/2015	5	4	37	09	Y	Books	14	7.4	21-SEP-15	30336	30276	MERCHANT		.95	7.99999999184	.399999999592	9.899999989902	32	Expedited	3	9	2	7	2	5	13	4	10	4
103-7999907-0866656	871860626	1075507600	B00Q1BMH4Y	21-MAY-15	21-MAY-15	23-MAY-15	05/21/2015	05/21/2015	5	5	21	05	N	Wireless	107	13.95	02-JUN-15	91748	92627	MERCHANT						23	Standard	1	9	1	5	4	2	13	2	7	6
105-6317913-8059429	26008617805	875603556	B0017U10SI	14-OCT-15	15-OCT-15	20-OCT-15	10/14/2015	10/15/2015	5	4	42	10	N	Beauty	194	20.98	23-OCT-15	91755	18403	MERCHANT		.1	1.299999998674	1.299999998674	3.899999996022	2358	Standard	4	7	3	5	3	6	10	5	7	5
109-0253839-6901842	1991285101	1523089190	B00J3PMU4C	17-APR-16	18-APR-16	21-APR-16	04/17/2016	04/18/2016	2	1	16	04	N	Home Improvement	60	19.69	26-APR-16	91605	78232	MERCHANT		.24999999979035	2.299999997654	2.199999997756	4.399999995512	1210	Standard	3	7	2	4	2	4	10	3	7	3
111-9105138-2829803	1766102800	244103146	B0057X58V6	06-APR-15	07-APR-15	10-APR-15	04/06/2015	04/07/2015	3	2	15	04	N	Home	201	30.98	15-APR-15	90220	78731	MERCHANT		3.69999999689721	12.49999998725	12.49999998725	12.49999998725	1221	Standard	4	7	3	5	3	4	9	3	7	3
107-1685716-0937802	1777804521	889022540	1905417691	12-APR-16	13-APR-16	19-APR-16	04/12/2016	04/13/2016	4	3	15	04	Y	Books	14	10.76	04-MAY-16	97540	11367	MERCHANT		1.15	9.899999989902	.49999999949	12.49999998725	2504	Standard	5	17	4	15	4	7	22	6	20	6
111-2476903-5293816	9750820405	891344621	B00W95RR32	21-JUL-15	21-JUL-15	24-JUL-15	07/21/2015	07/21/2015	3	3	30	07	N	PC	147	371.86	30-JUL-15	90505	97221	MERCHANT		8.74999999266233	15.699999983986	4.49999999541	24.199999975316	841	Standard	3	8	3	5	3	3	10	3	7	5
103-3084319-7975453	13607666205	18564502705	B00H8MRBI2	10-APR-16	12-APR-16	14-APR-16	04/10/2016	04/12/2016	3	1	15	04	N	Baby	75	69.99	19-APR-16	07072	77057	MERCHANT		22.2	9.9999999898	9.899999989902	26.99999997246	1425	Standard	3	6	1	4	2	4	9	2	7	3
116-1247057-4676234	1589260551	2064392961	B00H8MQ4US	14-JAN-16	17-JAN-16	20-JAN-16	01/14/2016	01/17/2016	1	5	02	01	N	Baby	75	144.99	25-JAN-16	68521	98002	MERCHANT		17	18.1899999814462	16.5399999831292	27.4799999719704	1335	Standard	4	7	1	6	4	6	11	3	10	6
108-0472688-1085043	7229842405	2007123471	B0177GL20G	06-JAN-16	06-JAN-16	11-JAN-16	01/06/2016	01/06/2016	4	4	01	01	N	Wireless	107	13.99	15-JAN-16	11358	95117	MERCHANT		.39999999966456	5.199999994696	.899999999082	7.699999992146	2565	Standard	3	7	3	5	3	5	9	5	7	5
002-3803010-0892251	437547387	166355057	B0052TP7B6	29-NOV-15	02-DEC-15	05-DEC-15	11/29/2015	12/02/2015	4	1	49	12	N	Sports	200	47.79	11-DEC-15	66210	85383	MERCHANT		5.65	8.99999999082	6.99999999286	38.99999996022	1039	Standard	4	9	2	4	4	6	13	3	7	5
111-3694194-5452235	170939280	505005830	B0045OGBW8	16-APR-15	16-APR-15	23-APR-15	04/16/2015	04/16/2015	5	5	16	04	N	Home	201	288.98	08-MAY-15	91733	02886	MERCHANT		26	32	12	40	2565	Standard	5	17	5	13	4	7	23	7	18	6
111-8896386-6912258	556318171	160189850	B00W3WSXI4	05-AUG-15	06-AUG-15	10-AUG-15	08/05/2015	08/06/2015	5	4	32	08	N	Home	201	19.99	14-AUG-15	60632	08234	MERCHANT		.69999999941299	6.299999993574	1.899999998062	8.699999991126	706	Standard	3	7	2	5	3	5	9	4	7	5
115-4907333-6178615	886063951	453212440	1597440299	02-NOV-15	02-NOV-15	09-NOV-15	11/02/2015	11/02/2015	2	2	45	11	Y	Books	14	12.98	25-NOV-15	37212	94117	MERCHANT		.4000067281728	4.70078739678	.49999999949	6.90157479611	1960	Standard	5	19	5	16	4	7	24	7	21	6
116-7419434-5059429	235869710	1579930980	B00JAQJMJ0	16-SEP-15	17-SEP-15	21-SEP-15	09/16/2015	09/17/2015	5	4	38	09	Y	Video DVD	74	7.98	08-OCT-15	19006	80477	MERCHANT		.15	5.399999994492	.699999999286	7.49999999235	1666	Standard	3	17	2	15	4	5	22	4	20	6
002-9646715-2308252	9525379805	14217614605	B00D8YYT8O	07-JUN-15	08-JUN-15	13-JUN-15	06/07/2015	06/08/2015	2	1	24	06	N	Wireless	107	7.75	18-JUN-15	91356	41649	MERCHANT		.1	2.599999997348	.299999999694	2.699999997246	2006	Standard	4	9	4	6	3	6	12	5	9	4
108-5868382-1819450	7368722015	1108467286	B002AV5XXG	29-MAY-15	01-JUN-15	03-JUN-15	05/29/2015	06/01/2015	2	6	23	06	N	PC	147	29.73	05-JUN-15	94538	20855	MERCHANT		.5	5.699999994186	1.299999998674	7.099999992758	2410	Expedited	3	5	1	1	1	5	7	2	3	1
108-4232672-0319424	1837531331	1423087371	B00FEDR6TG	22-JAN-16	26-JAN-16	28-JAN-16	01/22/2016	01/26/2016	3	6	04	01	N	Office Products	229	87.96	02-FEB-16	08540	11968	MERCHANT		3.59999999698107	5.399999994492	3.599999996328	10.599999989188	123	Standard	4	8	1	5	1	6	12	2	7	3
105-4580296-0152200	18673160705	676978403	B016DA3AQG	08-DEC-15	10-DEC-15	16-DEC-15	12/08/2015	12/10/2015	5	3	50	12	N	Apparel	193	24	22-DEC-15	41094	90650	MERCHANT			8.5	4.43	10	1882	Standard	6	12	4	5	3	8	15	6	7	3
116-5410906-4309044	13807382915	40596716505	B01A8JJA4E	28-FEB-16	29-FEB-16	04-MAR-16	02/28/2016	02/29/2016	2	1	09	02	N	Home Improvement	60	35	08-APR-16	50321	68124	MERCHANT		1.29999999890983	6.399999993472	6.399999993472	7.299999992554	125	Standard	4	29	3	27	16	5	41	4	38	23
103-4353714-8181040	526343201	9599917615	0739814842	07-OCT-15	09-OCT-15	16-OCT-15	10/07/2015	10/09/2015	6	4	41	10	Y	Books	14	34.58	30-OCT-15	46619	79109	MERCHANT		.5705122416036	6.29133857626	.35826771617	8.83858266815	952	Standard	7	18	5	16	5	9	24	7	21	7
107-8369909-2245834	1103263381	12777879205	B00I1QV1A8	15-MAR-16	16-MAR-16	19-MAR-16	03/15/2016	03/16/2016	4	3	11	03	N	Beauty	194	48.43	24-MAR-16	90021	61054	MERCHANT		.5	2.399999997552	2.299999997654	5.599999994288	1654	Standard	3	7	3	5	3	4	9	3	7	5
113-3365359-4268220	473509460	1475480801	B00JIVDPAY	25-APR-16	27-APR-16	29-APR-16	04/25/2016	04/27/2016	4	2	17	04	N	Health & Personal Care	121	22.04	04-MAY-16	00926	33647	MERCHANT		.05999999994968	2.099999997858	1.99999999796	2.99999999694	1234	Standard	4	8	2	5	3	4	10	2	7	3
113-8795518-0511413	510553516	590596866	B009OZUX0Y	03-JAN-16	06-JAN-16	11-JAN-16	01/03/2016	01/06/2016	4	1	01	01	N	Musical Instruments	267	35.99	15-JAN-16	53186	85614	MERCHANT		1.5	7.099999992758	2.599999997348	9.799999990004	1464	Standard	5	9	4	6	4	8	12	5	9	6
115-9180936-7784227	923948276	360861147	B013CKEN5M	17-APR-16	18-APR-16	21-APR-16	04/17/2016	04/18/2016	2	1	16	04	N	Health & Personal Care	121	16.14	26-APR-16	13501	91730	MERCHANT		.44999999962263	2.299999997654	1.399999998572	7.199999992656	2344	Standard	3	6	2	4	2	4	9	3	7	3
104-5334812-4788238	555890581	233210567	B000RL9P6W	10-OCT-15	12-OCT-15	13-OCT-15	10/10/2015	10/12/2015	2	7	42	10	N	Health & Personal Care	121	10.24	21-OCT-15	39218	11235	MERCHANT		.15	3.199999996736	3.099999996838	6.99999999286	1069	Standard	1	8	0	4	1	3	12	1	7	3
106-2115153-6316221	13930249515	23579622605	B015WGLX9S	14-JAN-16	21-JAN-16	23-JAN-16	01/14/2016	01/21/2016	5	5	03	01	N	Kitchen	79	69.99	29-JAN-16	11411	32259	MERCHANT		1.14999999903562	3.199999996736	3.199999996736	11.299999988474	856	Standard	6	12	1	5	3	9	15	2	7	5
104-2771338-2211437	2091981640	12996607705	B00SJPCTYI	19-OCT-15	20-OCT-15	26-OCT-15	10/19/2015	10/20/2015	3	2	43	10	N	Toys	21	18.42	28-OCT-15	60101	33953	MERCHANT		.39999999966456	11.699999988066	4.49999999541	12.299999987454	1084	Standard	5	7	4	5	3	7	9	6	7	3
106-1040092-9853819	18673160705	977171330	B00RO1ZEYA	28-APR-15	30-APR-15	01-MAY-15	04/28/2015	04/30/2015	5	3	18	04	N	Apparel	193	6.22	07-MAY-15	41094	01867	MERCHANT			8.5	4.43	10	752	Standard	3	8	1	5	3	3	10	1	7	5
108-3462982-6784221	1638355051	40416827905	B00DOQKAIE	17-APR-16	17-APR-16	20-APR-16	04/17/2016	04/17/2016	1	1	15	04	N	Beauty	194	6.5	26-APR-16	38501	37072	MERCHANT		.03968320716	2.2834645646	1.2992125971	4.9999999949	68	Standard	2	6	2	4	2	3	9	3	7	3
103-9704653-9786652	442691077	18390818605	0981990371	22-AUG-15	23-AUG-15	31-AUG-15	08/22/2015	08/23/2015	1	7	34	08	Y	Books	14	23.98	15-SEP-15	21090	94115	MERCHANT		1.8	8.399999991432	.799999999184	10.99999998878	2452	Standard	5	17	4	14	2	9	25	8	21	4
112-5086031-1191419	1381515630	730580410	B001BOVEU4	09-DEC-15	09-DEC-15	26-DEC-15	12/09/2015	12/09/2015	4	4	50	12	N	Pet Products	199	8.2	18-DEC-15	98223	10461	MERCHANT		1.10227755455828	1.96850393299213	.59055117989764	37.401574765	2384	Standard	13	7	13	5	3	17	9	17	7	5
103-9350798-3367452	13137086305	306363316	B000EEW0T6	30-DEC-15	30-DEC-15	09-JAN-16	12/30/2015	12/30/2015	4	4	53	12	N	Home Improvement	60	17.37	11-JAN-16	72921	90291	MERCHANT		1.25	4.49999999541	1.599999998368	20.099999979498	1379	Standard	7	9	7	5	4	10	13	10	7	6
107-1050753-5235436	15109485405	1533924341	B0170YL83Q	23-JAN-16	25-JAN-16	29-JAN-16	01/23/2016	01/25/2016	2	7	04	01	N	Home	201	19.95	02-FEB-16	07004	76262	MERCHANT		.44092002335175	7.9527558974	1.0236220462	10.629921249	1373	Standard	4	6	2	4	1	6	10	4	7	3
103-6709949-1089813	690598501	1251281361	B0000AGWIK	29-JUN-15	30-JUN-15	03-JUL-15	06/29/2015	06/30/2015	3	2	27	06	Y	Music	15	6.49	22-JUL-15	98501	99840	MERCHANT		.2	4.899999995002	.399999999592	5.599999994288	1008	Standard	4	18	3	16	5	4	23	3	21	7
115-6571680-0761869	18673160705	9103088505	B00VJOWRGG	29-APR-15	30-APR-15	04-MAY-15	04/29/2015	04/30/2015	5	4	18	04	N	Apparel	193	6.44	08-MAY-15	41094	33314	MERCHANT			5.8	4	8.5	922	Standard	3	7	2	5	3	5	9	4	7	5
113-5144876-0265811	482791457	200339880	B00F0M3KGY	05-JUL-15	06-JUL-15	09-JUL-15	07/05/2015	07/06/2015	2	1	28	07	N	Automotive	263	59.99	15-JUL-15	37303	61031	MERCHANT		3.09999999740037	8.299999991534	2.49999999745	16.899999982762	510	Standard	3	8	2	4	2	4	11	3	7	3
106-5076032-0390637	18673160705	454555227	B00UTQ9I94	11-FEB-16	12-FEB-16	15-FEB-16	02/11/2016	02/12/2016	6	5	06	02	N	Apparel	193	13.48	23-FEB-16	41094	60656	MERCHANT			6	4	8.5	271	Standard	2	8	1	5	4	4	12	3	7	6
103-0816014-6809837	1757002391	1749495771	B014LJM5UI	04-MAR-16	07-MAR-16	10-MAR-16	03/04/2016	03/07/2016	2	6	10	03	N	Outdoors	468	24.95	18-MAR-16	48043	13033	MERCHANT		1				322	Standard	4	10	1	6	2	6	14	3	10	4
108-5462066-4533053	7680527915	1027043220	B00B7Q7DO2	03-APR-15	06-APR-15	08-APR-15	04/03/2015	04/06/2015	2	6	15	04	N	Wireless	107	17.48	14-APR-15	48071	41005	MERCHANT		.25	3.899999996022	1.199999998776	7.399999992452	256	Standard	3	7	1	5	1	5	11	2	7	3
115-7970142-0938665	8386070015	831140181	B00PVJUJKQ	18-APR-16	19-APR-16	20-APR-16	04/18/2016	04/19/2016	3	2	16	04	N	Sports	200	28.94	27-APR-16	60026	60137	MERCHANT		.0625	0	0	0	19	Standard	2	7	1	5	3	2	9	1	7	3
