ORDER_ID	MERCHCUSTID CUSTOMER_ID	ASIN	ORDER_DAY	SHIP_DAY	DELIVERY_DAY	ORDER_DAY_REFORMATED	SHIP_DAY_REFORMATED	SHIPDAYOFWEEK	ORDERDAYOFWEEK	SHIPWEEKOFYEAR	SHIPMONTH	MEDIA	GL	PRODUCTGROUPNO	GMS	PRMSLAD	ZIP_O	ZIP_D	SHIPMETHOD	CARRIER	WEIGHT	WIDTH	HEIGHT	LENGTH	DISTANCE	SPEEDCATEGORY	BUSDELIVERYDAYSC2D	BUSLPROMISEDDELIVERYDAYSC2D	BUSDELIVERYDAYSS2D	BUSLPROMISEDDELIVERYDAYSS2D	BUSEPROMISEDDELIVERYDAYSS2D	CALDELIVERYDAYSC2D	CALLPROMISEDDELIVERYDAYSC2D	CALDELIVERYDAYSS2D	CALLPROMISEDDELIVERYDAYSS2D	CALEPROMISEDDELIVERYDAYSS2D
106-7454698-6733852	1035625436	740609901	B014EGE9G6	22-OCT-15	04-NOV-15	10-NOV-15	10/22/2015	11/04/2015	4	5	45	11	N	Wireless	107	26.99	12-NOV-15	91765	18360	MERCHANT		.29982867632	11.4960629804	1.1023622036	12.7952755775	2358	Standard	14	16	4	6	3	19	21	6	8	5
102-9588871-1572202	9614606115	1909402290	B00YPKD3Z0	31-MAR-16	01-APR-16	04-APR-16	03/31/2016	04/01/2016	6	5	13	04	N	Health & Personal Care	121	19.49	11-APR-16	19137	83646	MERCHANT						2123	Standard	2	7	1	5	3	4	11	3	7	5
111-1796612-7867424	1324521620	1829537621	B00FACNYEC	04-JAN-16	05-JAN-16	09-JAN-16	01/04/2016	01/05/2016	3	2	01	01	N	Digital_Accessories_2	425	6.97	13-JAN-16	91733	14626	MERCHANT		.13227600711645	4.0157480274	.5511811018	4.330708657	2245	Standard	4	7	4	5	3	5	9	4	7	3
106-5163266-1845812	24663768405	1588703971	B00BGM5G1O	15-SEP-15	16-SEP-15	19-SEP-15	09/15/2015	09/16/2015	4	3	38	09	N	Shoes	309	51.95	28-SEP-15	93277	33178	MERCHANT		1.5	6.799999993064	3.99999999592	12.99999998674	2400	Standard	3	9	3	8	4	4	13	3	11	6
114-3383387-1170612	556544116	492397657	B00Q6WMKO0	07-DEC-15	08-DEC-15	15-DEC-15	12/07/2015	12/08/2015	3	2	50	12	N	Apparel	193	6.98	16-DEC-15	18104	10523	MERCHANT		.09999999991614	3.99999999592	.49999999949	5.99999999388	95	Standard	6	8	5	5	3	8	10	7	7	3
102-8636451-7822662	1639156940	1874214261	1451666942	07-AUG-15	08-AUG-15	17-AUG-15	08/07/2015	08/08/2015	7	6	32	08	Y	Books	14	8.24	31-AUG-15	43635	01760	MERCHANT		1.25	6.399999993472	1.099999998878	9.299999990514	628	Standard	6	17	5	15	2	10	24	9	20	4
108-5501167-2397009	1133358140	910454866	B0001FVE5O	24-APR-15	27-APR-15	01-MAY-15	04/24/2015	04/27/2015	2	6	18	04	Y	Video DVD	74	10.48	18-MAY-15	11717	75206	MERCHANT		.1500025230648	5.59842519114	.59842519624	7.4015747956	1407	Standard	5	18	2	15	2	7	25	4	20	4
105-6781004-3500253	1532782220	59692174	B00SHRO9X2	07-SEP-15	08-SEP-15	11-SEP-15	09/07/2015	09/08/2015	3	2	37	09	N	Camera	421	139.95	16-SEP-15	11230	95816	MERCHANT		2.6014281377753	5.6692913328	5.3543307032	10.5511810916	2503	Standard	4	8	3	5	3	4	10	3	7	3
106-3018943-0805812	418349231	9418530305	B00BXMRP4I	07-JUN-15	08-JUN-15	12-JUN-15	06/07/2015	06/08/2015	2	1	24	06	N	Automotive	263	54.9	16-JUN-15	91767	98295	MERCHANT		29.14999997555508	12.99999998674	10.899999988882	14.599999985108	1053	Standard	4	6	3	4	2	5	9	4	7	3
114-6804447-7125839	18083718305	831027261	B0128RMNV6	10-MAR-16	11-MAR-16	15-MAR-16	03/10/2016	03/11/2016	6	5	10	03	N	Health & Personal Care	121	9.99	21-MAR-16	97008	02139	MERCHANT		.14999999987421	3.699999996226	1.39999999857199	6.199999993676	2539	Standard	3	7	2	5	3	5	11	4	7	5
107-8129718-9775461	9223372034631297021	430697151	B0010KCP5M	27-SEP-15	28-SEP-15	30-SEP-15	09/27/2015	09/28/2015	2	1	40	09	N	Electronics	23	134.95	06-OCT-15	90028	33810	MERCHANT		16.75	15.199999984496	5.799999994084	20.199999979396	2177	Standard	2	6	1	4	2	3	9	2	7	3
102-7590412-8267462	1202454456	969385716	B01BG2EJYS	16-MAR-16	17-MAR-16	21-MAR-16	03/16/2016	03/17/2016	5	4	11	03	N	Wireless	107	7.85	25-MAR-16	91789	55070	MERCHANT		.14999999987421	4.599999995308	1.099999998878	6.899999992962	1513	Standard	3	7	2	5	3	5	10	4	7	5
113-2562571-9063442	1047291910	489313677	0345803493	26-JUL-15	27-JUL-15	03-AUG-15	07/26/2015	07/27/2015	2	1	31	07	Y	Books	14	4	17-AUG-15	85043	97532	MERCHANT		.85	5.09999999479799	1.199999998776	7.99999999184	883	Standard	5	15	4	14	3	8	22	7	20	4
102-8027047-9347465	137104026	7915859605	0192804421	18-AUG-15	19-AUG-15	21-AUG-15	08/18/2015	08/19/2015	4	3	34	08	Y	Books	14	8.74	28-AUG-15	46268	78230	MERCHANT		.3100140328244	4.2519684996	.4724409444	6.6141732216	1000	Expedited	3	8	2	6	2	3	10	2	8	2
111-5940251-9030666	1661099291	2012347111	0078028922	24-SEP-15	25-SEP-15	29-SEP-15	09/24/2015	09/25/2015	6	5	39	09	Y	Books	14	12.73	06-OCT-15	37013	90280	MERCHANT		2.35	8.199999991636	.399999999592	10.49999998929	1785	Expedited	3	8	2	6	2	5	12	4	8	4
114-3035537-5389842	1231406091	35982095305	B00SRWBHZ0	10-NOV-15	11-NOV-15	16-NOV-15	11/10/2015	11/11/2015	4	3	46	11	N	Home	201	5	23-NOV-15	43137	91710	MERCHANT						1946	Standard	4	9	3	5	3	6	13	5	7	5
114-7258755-3795403	18673160705	8972848105	B017XOOAJW	30-NOV-15	01-DEC-15	02-DEC-15	11/30/2015	12/01/2015	3	2	49	12	N	Apparel	193	12.24	24-DEC-15	41094	07513	MERCHANT			8	4	8.5	573	Expedited	2	19	1	3	1	2	24	1	3	1
107-4099930-0947455	1372297611	1889551151	B001RMM77O	27-MAY-15	27-MAY-15	01-JUN-15	05/27/2015	05/27/2015	4	4	22	05	N	Home	201	34.99	05-JUN-15	98359	54026	MERCHANT		1.05	7.49999999235	2.99999999694	13.199999986536	1433	Standard	3	7	3	5	3	5	9	5	7	5
103-0899818-8157030	1142463436	55498001	B00JKMPQN0	20-SEP-15	21-SEP-15	24-SEP-15	09/20/2015	09/21/2015	2	1	39	09	N	Sports	200	179.94	29-SEP-15	49009	71106	MERCHANT		9.5	16.399999983272	8.199999991636	16.699999982966	814	Standard	3	6	2	4	2	4	9	3	7	3
115-9075469-1848267	486786576	237034547	B015Q5BA3Y	21-DEC-15	21-DEC-15	24-DEC-15	12/21/2015	12/21/2015	2	2	52	12	N	Home	201	23.98	05-JAN-16	33009	08629	MERCHANT						1033	Standard	3	13	3	6	4	3	16	3	8	6
110-0553208-8795435	58629421	872126186	B011120ODI	07-MAR-16	07-MAR-16	10-MAR-16	03/07/2016	03/07/2016	2	2	10	03	N	Home	201	15.49	15-MAR-16	17202	24538	MERCHANT		0	4	2	6	191	Standard	3	7	3	5	3	3	9	3	7	3
109-1208890-0246664	1186775560	9489823815	B004JX4J7Y	23-MAR-16	24-MAR-16	29-MAR-16	03/23/2016	03/24/2016	5	4	12	03	N	Apparel	193	92.65	01-APR-16	33155	24571	MERCHANT		.6999897280762	6.49999999337	2.12204724193	7.49999999235	790	Standard	4	7	3	5	3	6	9	5	7	5
106-3082047-8195436	77949811	1139560390	B009XE6FX0	27-FEB-16	29-FEB-16	07-MAR-16	02/27/2016	02/29/2016	2	7	09	02	N	Sports	200	33.99	04-MAR-16	21226	08701	MERCHANT		.02204600118607	5.099999994798	1.199999998776	10.599999989188	139	Expedited	5	4	4	1	0	9	6	7	3	1
106-2961285-4941811	1151585900	8315489215	B000071NUS	26-APR-15	27-APR-15	29-APR-15	04/26/2015	04/27/2015	2	1	18	04	N	Lawn and Garden	86	621.11	06-MAY-15	92121	49686	MERCHANT		1.75047036028	6.8897637725	3.3858267682	11.6929133739	1880	Standard	2	8	1	4	2	3	11	2	7	3
112-6060179-5119406	1774477851	23560642	B004P5XOTA	04-JUN-15	07-JUN-15	11-JUN-15	06/04/2015	06/07/2015	1	5	23	06	N	Outdoors	468	6.89	15-JUN-15	32217	91208	MERCHANT		.05	1.699999998266	1.599999998368	4.599999995308	2148	Standard	5	8	2	5	3	7	12	4	7	5
102-1040938-2716253	10403822715	1953584151	B00MT1JK0O	02-MAR-16	03-MAR-16	11-MAR-16	03/02/2016	03/03/2016	5	4	09	03	N	Kitchen	79	7.99	11-MAR-16	11530	36921	MERCHANT						1012	Standard	7	7	6	5	3	9	10	8	7	5
116-0898917-2044265	250910916	232699597	B0028ODJ5E	16-SEP-15	17-SEP-15	23-SEP-15	09/16/2015	09/17/2015	5	4	38	09	N	Automotive	263	6.2	28-SEP-15	30288	95620	MERCHANT		.5				2107	Standard	5	8	4	5	3	7	12	6	7	5
103-7681097-0321068	1963110	966942086	1451609973	07-JUL-15	09-JUL-15	14-JUL-15	07/07/2015	07/09/2015	5	3	28	07	Y	Books	14	4.03	29-JUL-15	48193	17603	MERCHANT		1.19	6.4566929068	1.3385826758	9.2125984158	387	Standard	5	18	3	15	4	7	23	5	20	6
111-7956427-9137848	1648016641	88201620	B00HR8IG0Y	20-OCT-15	21-OCT-15	23-OCT-15	10/20/2015	10/21/2015	4	3	43	10	N	Shoes	309	64.97	29-OCT-15	73114	30120	MERCHANT		1.25	5.899999993982	3.99999999592	11.199999988576	725	Standard	3	7	2	5	3	3	9	2	7	5
102-3103186-3905854	1755655681	647614130	B00KEUYYQW	20-JAN-16	20-JAN-16	23-JAN-16	01/20/2016	01/20/2016	4	4	03	01	N	Baby	75	8.12	29-JAN-16	90670	98072	MERCHANT		.15	4.199999995716	1.099999998878	6.699999993166	980	Standard	2	7	2	5	3	3	9	3	7	5
106-7435863-1579464	558781601	6389154215	B0000AQO10	12-APR-15	13-APR-15	15-APR-15	04/12/2015	04/13/2015	2	1	16	04	N	Lawn and Garden	86	12.99	22-APR-15	84318	93311	MERCHANT		.9000151383888	7.5984251891	1.99999999796	13.29921258486	606	Standard	2	7	1	4	2	3	10	2	7	3
108-5138202-3030636	1169540161	278706510	B00K79FLE4	07-SEP-15	08-SEP-15	11-SEP-15	09/07/2015	09/08/2015	3	2	37	09	N	Sports	200	6.56	16-SEP-15	60030	21136	MERCHANT			12	.5	30	620	Standard	4	7	3	5	3	4	9	3	7	3
108-6493761-1789009	9407932205	102529941	B001DT3QTY	07-FEB-16	08-FEB-16	10-FEB-16	02/07/2016	02/08/2016	2	1	06	02	N	Home Improvement	60	27.47	16-FEB-16	49461	53090	MERCHANT		1.84999999844861	4.49999999541	4.49999999541	4.9999999949	94	Standard	2	6	1	5	2	3	9	2	8	3
104-9902842-6441062	1628681301	66782144	B00AKINI0G	14-DEC-15	15-DEC-15	18-DEC-15	12/14/2015	12/15/2015	3	2	51	12	N	Home	201	3.69	23-DEC-15	91204	95138	MERCHANT						291	Standard	4	8	3	5	3	4	10	3	7	3
002-1983536-9778641	1288863970	986385756	B000ZL5D7Y	03-MAR-16	03-MAR-16	07-MAR-16	03/03/2016	03/03/2016	5	5	09	03	N	Health & Personal Care	121	10.4	17-MAR-16	27502	98116	MERCHANT		.15	1.799999998164	1.099999998878	3.599999996328	2356	Standard	2	12	2	6	4	4	15	4	10	6
111-6427369-4327454	1143681280	9977876635	B011EX92I2	03-FEB-16	04-FEB-16	13-FEB-16	02/03/2016	02/04/2016	5	4	05	02	N	PC	147	17.95	12-FEB-16	11501	10952	MERCHANT						35	Standard	7	7	7	5	3	10	9	9	7	5
108-8793170-8945809	213836140	1183589941	B00Y367LSQ	05-JAN-16	08-JAN-16	09-JAN-16	01/05/2016	01/08/2016	6	3	01	01	N	Beauty	194	67.92	14-JAN-16	75007	85202	MERCHANT		1.02999999913625	6.399999993472	2.799999997144	6.399999993472	866	Standard	3	7	1	5	3	4	9	1	7	5
105-7115538-2574627	1639156940	1295181771	1476735603	18-FEB-16	18-FEB-16	26-FEB-16	02/18/2016	02/18/2016	5	5	07	02	Y	Books	14	5.72	11-MAR-16	43635	64850	MERCHANT		.65	5.299999994594	.99999999898	7.99999999184	668	Standard	6	17	6	13	4	8	23	8	18	6
104-4323410-6175464	59649761	1197565310	0870405039	07-APR-15	08-APR-15	15-APR-15	04/07/2015	04/08/2015	4	3	15	04	Y	Books	14	44.64	29-APR-15	74338	43537	MERCHANT		1.1080874212644	7.31889763033	.25984251942	9.11811022692	696	Standard	6	18	5	15	4	8	23	7	20	6
106-8370944-1854665	544253671	479188871	B00792URP0	28-JUN-15	29-JUN-15	02-JUL-15	06/28/2015	06/29/2015	2	1	27	06	N	Lawn and Garden	86	91.75	07-JUL-15	39201	54968	MERCHANT						801	Standard	3	6	2	5	2	4	9	3	8	3
113-7394661-9133063	1911049311	2087439721	0066620996	06-JUL-15	08-JUL-15	11-JUL-15	07/06/2015	07/08/2015	4	2	28	07	Y	Books	14	6.24	28-JUL-15	92703	84405	MERCHANT		.99999999916141	5.99999999388	1.299999998674	9.299999990514	608	Standard	4	17	3	15	4	5	22	3	20	6
112-6911921-6891420	1108737440	7833418515	B00ISKS416	13-OCT-15	14-OCT-15	17-OCT-15	10/13/2015	10/14/2015	4	3	42	10	N	PC	147	39.56	21-OCT-15	90025	20120	MERCHANT		.43999999963102	6.199999993676	3.399999996532	7.99999999184	2284	Standard	3	6	3	5	3	4	8	3	7	5
115-1813379-0333848	113187901	12652306905	B013JYTL80	25-DEC-15	28-DEC-15	30-DEC-15	12/25/2015	12/28/2015	2	6	53	12	N	Outdoors	468	10.93	11-JAN-16	28403	93103	MERCHANT						2370	Standard	3	12	1	9	5	5	17	2	13	7
110-2272806-5973045	7248798915	1237546860	B011QEMVWI	05-SEP-15	06-SEP-15	12-SEP-15	09/05/2015	09/06/2015	1	7	36	09	N	Beauty	194	89.85	16-SEP-15	11219	94530	MERCHANT						2559	Standard	4	8	4	4	1	7	12	6	7	3
115-5610340-1321846	13403012605	1934728360	B00UASYMI8	09-DEC-15	10-DEC-15	12-DEC-15	12/09/2015	12/10/2015	5	4	50	12	N	Grocery	325	25.64	22-DEC-15	05445	04103	MERCHANT						153	Standard	2	9	2	5	2	2	13	2	7	3
109-4290062-9963413	10626186115	1265459091	B00ZJ4IV6W	05-NOV-15	05-NOV-15	09-NOV-15	11/05/2015	11/05/2015	5	5	45	11	N	Health & Personal Care	121	15.19	17-NOV-15	94109	91502	MERCHANT		.02204600116759	3.99999999592	1.799999998164	4.9999999949	340	Standard	2	8	2	6	4	4	12	4	8	6
102-8949768-2699449	1581579730	26074589305	B00XQIEKHC	16-JUL-15	17-JUL-15	20-JUL-15	07/16/2015	07/17/2015	6	5	29	07	N	Health & Personal Care	121	0	27-JUL-15	92705	23462	MERCHANT		.02204600116759	4.399999995512	2.99999999694	7.199999992656	2342	Standard	2	7	1	5	3	4	11	3	7	5
113-3468742-1769850	336469986	1578895691	B00RVQA72C	07-DEC-15	09-DEC-15	14-DEC-15	12/07/2015	12/09/2015	4	2	50	12	N	Beauty	194	10.48	30-DEC-15	45030	28311	MERCHANT		.02204600118607	.899999999082	.899999999082	3.099999996838	427	Standard	5	19	4	16	4	7	24	5	21	6
112-6740845-9563419	20820601805	304528326	B00YOC4I26	05-JUL-15	06-JUL-15	09-JUL-15	07/05/2015	07/06/2015	2	1	28	07	N	Wireless	107	7.99	14-JUL-15	91311	12553	MERCHANT		.29999999974842	5.399999994492	.699999999286	8.49999999133	2453	Standard	3	7	2	4	2	4	10	3	7	3
105-2311723-0301831	1247997961	1001128630	B00SV9YBQ6	06-MAY-15	06-MAY-15	11-MAY-15	05/06/2015	05/06/2015	4	4	19	05	N	Toys	21	26.49	29-MAY-15	34786	96789	MERCHANT						4734	Standard	3	18	3	16	4	5	23	5	21	6
109-9054779-7674627	918162596	1093943346	B0089JGINC	05-FEB-16	08-FEB-16	10-FEB-16	02/05/2016	02/08/2016	2	6	06	02	N	Automotive	263	15.51	16-FEB-16	37211	19057	MERCHANT		.05	5.699999994186	.199999999796	12.99999998674	704	Standard	3	7	1	5	1	5	11	2	8	3
107-9540891-0473816	1239008601	258994780	B015JH4NLA	12-OCT-15	13-OCT-15	16-OCT-15	10/12/2015	10/13/2015	3	2	42	10	N	Home	201	4.92	03-NOV-15	85007	29420	MERCHANT		.0881849048	2.362204722	.787401574	3.3858267682	1844	Standard	4	17	3	15	4	4	22	3	20	6
109-4965407-9562651	634180966	477341550	B003UN58Y2	27-APR-15	02-MAY-15	08-MAY-15	04/27/2015	05/02/2015	7	2	18	05	Y	Music	15	11.14	19-MAY-15	40165	30019	MERCHANT		.22	4.8031496014	.393700787	5.4330708606	294	Standard	9	17	4	15	4	11	22	6	20	6
105-2121938-5435456	309443480	508171276	1435132130	17-OCT-15	18-OCT-15	27-OCT-15	10/17/2015	10/18/2015	1	7	42	10	Y	Books	14	32.76	09-NOV-15	97123	16033	MERCHANT		1.90997735875678	6.38188975727	1.2992125971	8.8188976288	2165	Standard	6	16	5	14	2	10	24	9	20	4
104-8680351-6150640	793272480	272831866	B00FWPEN4C	12-OCT-15	13-OCT-15	19-OCT-15	10/12/2015	10/13/2015	3	2	42	10	N	Automotive	263	12.48	21-OCT-15	77082	46303	MERCHANT		.02204600118607	7.99999999184	1.699999998266	9.49999999031	926	Standard	5	7	4	5	3	7	9	6	7	3
107-6821992-8387435	7765095815	562003950	B00DVTWEAQ	14-JAN-16	15-JAN-16	19-JAN-16	01/14/2016	01/15/2016	6	5	02	01	N	Biss	328	21.75	26-JAN-16	91710	44130	MERCHANT						2012	Standard	3	8	2	5	4	5	12	4	7	6
110-0547239-3258613	6386900115	17656601215	B00DB1YUIS	08-FEB-16	09-FEB-16	16-FEB-16	02/08/2016	02/09/2016	3	2	06	02	N	Wireless	107	10.21	18-FEB-16	90016	33180	MERCHANT		.2	2.799999997144	.399999999592	5.49999999439	2341	Standard	6	8	5	6	3	8	10	7	8	3
103-3177830-9507438	8951327505	1817449770	B00N2F1F6S	08-SEP-15	08-SEP-15	15-SEP-15	09/08/2015	09/08/2015	3	3	37	09	N	Health & Personal Care	121	19.82	17-SEP-15	60044	08088	MERCHANT		.35	4.099999995818	3.099999996838	4.699999995206	711	Standard	5	7	5	5	3	7	9	7	7	5
106-8903892-9489051	35092405205	825308900	B000H21CIA	17-OCT-15	18-OCT-15	22-OCT-15	10/17/2015	10/18/2015	1	7	42	10	N	Toys	21	15.08	27-OCT-15	33596	85021	MERCHANT		.2	3.599999996328	.899999999082	5.49999999439	1811	Standard	3	6	2	4	1	5	10	4	7	3
111-0808554-2157840	182236891	1354382701	B004ZVHQZC	24-FEB-16	26-FEB-16	27-FEB-16	02/24/2016	02/26/2016	6	4	08	02	N	Furniture	196	44.39	04-MAR-16	30096	77019	MERCHANT			12	12	18	722	Standard	2	7	2	5	3	3	10	2	7	5
114-7719816-7989036	18673160705	21142344105	B01ANRE6C2	12-FEB-16	13-FEB-16	16-FEB-16	02/12/2016	02/13/2016	7	6	06	02	N	Apparel	193	9.6	24-FEB-16	41094	11421	MERCHANT						586	Standard	2	8	2	5	1	4	12	4	7	3
106-6856016-2276207	24226956105	679546761	B004DBS8TC	29-JAN-16	01-FEB-16	02-FEB-16	01/29/2016	02/01/2016	2	6	05	02	N	Beauty	194	26.49	09-FEB-16	07755	06896	MERCHANT		5.35	6.599999993268	5.599999994288	8.099999991738	79	Standard	2	8	1	5	1	4	12	1	7	3
106-9125583-9869068	796596161	13112727515	B00YI9XW4A	10-JUN-15	11-JUN-15	13-JUN-15	06/10/2015	06/11/2015	5	4	24	06	N	Apparel	193	18.65	19-JUN-15	91311	19057	MERCHANT						2418	Standard	2	7	2	5	3	3	9	2	7	5
108-2231301-2900246	660712761	657268950	1563824744	18-NOV-15	18-NOV-15	23-NOV-15	11/18/2015	11/18/2015	4	4	47	11	Y	Books	14	11.98	11-DEC-15	37205	85383	MERCHANT		.6600199199756	5.81889763186	.5118110231	8.75984251075	1445	Standard	3	18	3	16	4	5	23	5	21	6
104-8273937-2899402	634180966	99843476	B00S2WUEN6	13-SEP-15	14-SEP-15	18-SEP-15	09/13/2015	09/14/2015	2	1	38	09	Y	Music	15	9.87	05-OCT-15	40165	55912	MERCHANT		.17707348152655	4.97244093981	.53937007819	5.54724408883	547	Standard	4	15	3	14	3	5	22	4	20	4
103-8206608-4420248	86084951	27568798	B01AS9HH7G	18-APR-16	19-APR-16	22-APR-16	04/18/2016	04/19/2016	3	2	16	04	N	Apparel	193	29.99	27-APR-16	30052	29669	MERCHANT		.4999999995807	6.199999993676	2.099999997858	9.9999999898	101	Standard	4	7	3	5	3	4	9	3	7	3
112-7047290-9621859	23402097405	348570696	B00ZH0CQSM	06-OCT-15	07-OCT-15	12-OCT-15	10/06/2015	10/07/2015	4	3	41	10	N	Lawn and Garden	86	599.99	21-OCT-15	11717	34286	MERCHANT		50	30	15	34	1073	Standard	4	12	3	8	5	6	15	5	12	7
104-6666628-3836208	932856286	382865661	B0030EK6HU	10-FEB-16	12-FEB-16	18-FEB-16	02/10/2016	02/12/2016	6	4	06	02	N	Lawn and Garden	86	9.74	25-FEB-16	95838	68465	MERCHANT		.25	4.749999995155	.749999999235	7.99999999184	1304	Standard	6	13	4	5	3	8	16	6	7	5
107-9674422-4630619	43325450	516688903	B011EX4N68	17-OCT-15	19-OCT-15	23-OCT-15	10/17/2015	10/19/2015	2	7	43	10	N	Toys	21	14.98	27-OCT-15	84054	77382	MERCHANT		.02204600116759	5.99999999388	2.699999997246	6.099999993778	1176	Standard	4	6	2	4	1	6	10	4	7	3
113-5682242-0018645	1499427361	1387264401	B0089HWE78	23-JUN-15	24-JUN-15	27-JUN-15	06/23/2015	06/24/2015	4	3	26	06	N	Health & Personal Care	121	19.99	02-JUL-15	32176	28269	MERCHANT		.9	5.399999994492	3.599999996328	6.599999993268	415	Standard	3	7	3	5	3	4	9	3	7	5
110-7978110-0537816	486255280	1929366551	B00KDUQ9SY	25-APR-15	25-APR-15	01-MAY-15	04/25/2015	04/25/2015	7	7	17	04	N	Jewelry	197	11.44	05-MAY-15	10001	58301	MERCHANT		.04999999995807	3.99999999592	.599999999388	5.99999999388	1323	Standard	4	6	4	4	1	6	10	6	7	3
102-0086540-0709023	13384325015	232925541	B00PUE3C1A	09-FEB-16	10-FEB-16	12-FEB-16	02/09/2016	02/10/2016	4	3	06	02	N	Jewelry	197	22.69	17-FEB-16	91789	32955	MERCHANT		.02204600118607	6.399999993472	1.699999998266	6.699999993166	2218	Expedited	3	6	2	4	1	3	8	2	6	1
112-5381204-0933043	7023176505	474847051	B00REY1TNM	19-JAN-16	20-JAN-16	28-JAN-16	01/19/2016	01/20/2016	4	3	03	01	N	Pet Products	199	26.95	28-JAN-16	90248	22712	MERCHANT		1.8959754532	13.4251968367	1.968503935	18.6220472251	2265	Standard	7	7	6	5	3	9	9	8	7	5
102-9984967-3504217	19394547705	1052356880	B00IJIM8TG	16-OCT-15	19-OCT-15	23-OCT-15	10/16/2015	10/19/2015	2	6	43	10	N	Apparel	193	83.97	28-OCT-15	92649	19061	MERCHANT		1	1	1	1	2373	Standard	5	8	2	5	1	7	12	4	7	3
111-6387625-5213067	751502406	38450886505	B007KBDIZG	22-JAN-16	23-JAN-16	01-FEB-16	01/22/2016	01/23/2016	7	6	03	01	N	Tools	469	12.42	01-FEB-16	30096	78341	MERCHANT						954	Standard	6	6	5	5	1	10	10	9	7	3
116-1971176-8677835	1088389261	222274541	B0043COVF6	25-JUN-15	26-JUN-15	29-JUN-15	06/25/2015	06/26/2015	6	5	26	06	N	Home Improvement	60	8.75	06-JUL-15	91730	14624	MERCHANT		.09999999991614	5.899999993982	1.299999998674	5.899999993982	2218	Standard	2	7	1	6	3	4	11	3	10	5
103-2545379-9421054	14742236605	1740206501	B0162RDBMS	01-NOV-15	03-NOV-15	06-NOV-15	11/01/2015	11/03/2015	3	1	45	11	N	Apparel	193	29.95	10-NOV-15	95973	93277	MERCHANT						281	Standard	4	6	2	4	2	5	9	3	7	3
116-1983777-6165818	13447679605	1247383050	B00TAAUCD6	17-OCT-15	20-OCT-15	26-OCT-15	10/17/2015	10/20/2015	3	7	43	10	N	Home Improvement	60	13.97	09-NOV-15	02143	90014	MERCHANT		.02204600118607	1.699999998266	.599999999388	1.899999998062	2591	Standard	5	15	4	14	2	9	23	6	20	4
102-8427048-4034659	910433430	1396921951	B0173B5JRM	09-NOV-15	09-NOV-15	16-NOV-15	11/09/2015	11/09/2015	2	2	46	11	N	Apparel	193	23.98	23-NOV-15	77573	60565	MERCHANT		.02204600116759	5.9842519624	.7086614166	8.1102362122	930	Standard	5	12	5	9	5	7	15	7	11	7
108-2790815-6617027	1728967490	779298326	B005OGC4HC	20-APR-15	21-APR-15	24-APR-15	04/20/2015	04/21/2015	3	2	17	04	N	Watches	241	385.9	29-APR-15	11220	33186	MERCHANT		1.95	4.599999995308	3.199999996736	6.599999993268	1099	Standard	4	7	3	5	3	4	9	3	7	3
102-9518262-9605056	1116941600	1845994270	B004D4HMM8	25-MAR-16	25-MAR-16	26-MAR-16	03/25/2016	03/25/2016	6	6	12	03	N	Furniture	196	59	04-APR-16	85225	85234	MERCHANT		6.84999999425565	6.49999999337	6.49999999337	36.49999996277	5	Standard	1	7	1	5	1	1	11	1	7	3
115-0871808-8423457	1119571220	688874310	B0018TIADQ	14-JUL-15	14-JUL-15	16-JUL-15	07/14/2015	07/14/2015	3	3	29	07	N	Musical Instruments	267	19.94	24-JUL-15	64105	96813	MERCHANT		1.79999999849053	7.99999999184	4.699999995206	22.49999997705	3892	Standard	3	8	2	7	3	3	11	2	9	5
108-5930895-6462661	8554278905	689327841	B00C2GNHI2	01-DEC-15	04-DEC-15	07-DEC-15	12/01/2015	12/04/2015	6	3	49	12	N	Health & Personal Care	121	19.92	15-DEC-15	87505	02910	MERCHANT						1893	Standard	4	10	3	5	3	6	14	3	7	3
103-1402844-9677032	9123827815	1087815261	B0064BEBFY	05-JUN-15	05-JUN-15	10-JUN-15	06/05/2015	06/05/2015	6	6	23	06	N	Musical Instruments	267	17.95	16-JUN-15	07647	03077	MERCHANT						199	Standard	3	7	3	5	1	5	11	5	7	3
112-0640890-0501000	1608181381	71501547	B00JAXJKWC	15-SEP-15	17-SEP-15	22-SEP-15	09/15/2015	09/17/2015	5	3	38	09	N	Apparel	193	29.95	25-SEP-15	53216	11413	MERCHANT		.05	6.599999993268	1.49999999847	9.799999990004	750	Standard	5	8	3	5	3	7	11	5	7	5
116-4543976-8649003	12724697805	37435274905	B00WJILY8I	15-DEC-15	16-DEC-15	22-DEC-15	12/15/2015	12/16/2015	4	3	51	12	N	Apparel	193	22.98	24-DEC-15	11368	44107	MERCHANT		.54999999907755	7.4999999847	1.49999999694	10.199999979192	417	Standard	5	7	4	5	3	7	9	6	7	5
113-8103743-3097809	13252172815	1170558	B010MZWPXW	16-AUG-15	17-AUG-15	21-AUG-15	08/16/2015	08/17/2015	2	1	34	08	N	Home	201	12.5	25-AUG-15	44405	91011	MERCHANT		.29999999974842	2.699999997246	.299999999694	9.49999999031	2090	Standard	4	6	3	4	2	5	9	4	7	3
